date,total_for_foreign,total_cash,grand_total,exchange_rate,url
تـاريخ البيع - ليوم الأحد 2018/10/7 والمنفذ يوم الخميس 2018/10/4  ,"159,337,439","28,950,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/406
تـاريخ البيع - ليوم الأثنين 2018/10/8 والمنفذ يوم الأحد 2018/10/7  ,"126,051,539","34,530,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/407
تـاريخ البيع - ليوم الثلاثاء 2018/10/9 والمنفذ يوم الأثنين 2018/10/8  ,"140,642,278","31,710,000
","172,352,278",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/408
تـاريخ البيع - ليوم الأربعاء 2018/10/10 والمنفذ يوم الثلاثاء 2018/10/9  ,"135,205,546","30,870,000
","166,075,546",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/409
تـاريخ البيع - ليوم الخميس 2018/10/11 والمنفذ يوم الأربعاء 2018/10/10  ,"126,152,006","24,630,000
","150,782,006",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/410
تـاريخ البيع - ليوم الأحد 2018/10/14 والمنفذ يوم الخميس 2018/10/11  ,"125,367,000","29,400,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/411
تـاريخ البيع - ليوم الأثنين 2018/10/15 والمنفذ يوم الأحد 2018/10/14  ,"147,243,893","35,490,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/412
تـاريخ البيع - ليوم الثلاثاء 2018/10/16 والمنفذ يوم الأثنين 2018/10/15  ,"148,394,650","31,590,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/413
تـاريخ البيع - ليوم الاربعاء 2018/10/17 والمنفذ يوم الثلاثاء 2018/10/16  ,"152,253,390","31,500,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/414
تـاريخ البيع - ليوم الخميس 2018/10/18 والمنفذ يوم الاربعاء 2018/10/17  ,"148,049,360","24,600,000
","172,649,360",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/415
تـاريخ البيع - ليوم الأحد 2018/10/21 والمنفذ يوم الخميس 2018/10/18  ,"154,967,987","26,470,000
","181,437,987",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/416
تـاريخ البيع - ليوم الأثنين 2018/10/22 والمنفذ يوم الأحد 2018/10/21  ,"162,919,075","31,750,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/417
تـاريخ البيع - ليوم الثلاثاء 2018/10/23  والمنفذ يوم الأثنين 2018/10/22  ,"144,357,915","28,190,000
","172,547,915",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/418
تـاريخ البيع - ليوم الأربعاء 2018/10/24  والمنفذ يوم الثلاثاء 2018/10/23  ,"156,030,888","28,030,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/419
تـاريخ البيع - ليوم الخميس 2018/10/25  والمنفذ يوم الأربعاء 2018/10/24  ,"167,110,216","21,710,000
","188,820,216",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/420
تـاريخ البيع - ليوم الاحد 2018/10/28  والمنفذ يوم الخميس 2018/10/25  ,"161,345,702","26,540,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/421
تـاريخ البيع - ليوم الاثنين 2018/10/29  والمنفذ يوم الاحد 2018/10/28  ,"158,429,032","31,600,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/422
تـاريخ البيع - ليوم الثلاثاء 2018/10/30  والمنفذ يوم الاحد 2018/10/28  ,"154,496,059","26,190,000
","180,686,059",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/423
تـاريخ البيع - ليوم الأربعاء 2018/10/31  والمنفذ يوم الاثنين 2018/10/29  ,"155,786,985","30,270,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/424
تـاريخ البيع - ليوم الخميس 2018/11/1 والمنفذ يوم الأربعاء 2018/10/31  ,"161,077,960","21,390,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/426
تـاريخ البيع - ليوم الأحد 2018/11/4 والمنفذ يوم الخميس 2018/11/1  ,"140,016,142","25,090,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/427
تـاريخ البيع - ليوم الأثنين 2018/11/5 والمنفذ يوم الأحد 2018/11/4  ,"123,251,750","27,930,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/428
تـاريخ البيع - ليوم الثلاثاء 2018/11/6 والمنفذ يوم الأثنين 2018/11/5  ,"115,421,820","26,430,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/429
تـاريخ البيع - ليوم الاربعاء 2018/11/7 والمنفذ يوم الثلاثاء 2018/11/6  ,"125,725,602","24,690,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/430
تـاريخ البيع - ليوم الخميس 2018/11/8 والمنفذ يوم الاربعاء 2018/11/7  ,"198,250,489","27,230,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/431
تـاريخ البيع - ليوم الأحد 2018/11/11 والمنفذ يوم الخميس 2018/11/8  ,"168,578,556","23,740,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/432
تـاريخ البيع - ليوم الأثنين 2018/11/12 والمنفذ يوم الأحد 2018/11/11  ,"165,908,513","28,080,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/433
تـاريخ البيع - ليوم الثلاثاء 2018/11/13 والمنفذ يوم الأثنين 2018/11/12  ,"164,746,890","24,910,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/434
تـاريخ البيع - ليوم الأربعاء 2018/11/14 والمنفذ يوم الثلاثاء 2018/11/13  ,"168,157,269","24,770,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/435
تـاريخ البيع - ليوم الخميس 2018/11/15 والمنفذ يوم الأربعاء 2018/11/14  ,"169,403,000","18,670,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/436
تـاريخ البيع - ليوم الاحد 2018/11/18 والمنفذ يوم الخميس 2018/11/15  ,"168,940,984","26,530,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/437
تـاريخ البيع - ليوم الاثنين 2018/11/19 والمنفذ يوم الأحد 2018/11/18  ,"159,960,580","30,640,000
","190,600,580",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/438
تـاريخ البيع - ليوم الثلاثاء 2018/11/20 والمنفذ يوم الأثنين 2018/11/19  ,"169,943,344","27,310,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/439
تـاريخ البيع - ليوم الأربعاء 2018/11/21 والمنفذ يوم الأثنين 2018/11/19  ,"184,877,580","29,080,000
","213,957,580",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/440
تـاريخ البيع - ليوم الخميس 2018/11/22 والمنفذ يوم الأربعاء 2018/11/21  ,"171,011,200","22,510,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/441
تـاريخ البيع - ليوم الأحد 2018/11/25 والمنفذ يوم الخميس 2018/11/22  ,"171,372,431","25,650,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/442
تـاريخ البيع - ليوم الأثنين 2018/11/26 والمنفذ يوم الأحد 2018/11/25  ,"160,425,750","25,680,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/443
تـاريخ البيع - ليوم الثلاثاء 2018/11/27 والمنفذ يوم الأثنين 2018/11/26  ,"142,781,000","22,350,000
","165,131,000",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/444
تـاريخ البيع - ليوم الأربعاء 2018/11/28 والمنفذ يوم الثلاثاء 2018/11/27  ,"162,502,694","25,590,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/446
تـاريخ البيع - ليوم الخميس 2018/11/29 والمنفذ يوم الأربعاء 2018/11/28  ,"176,956,297","22,360,000
","199,316,297",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/447
تـاريخ البيع - ليوم الأحد 2018/12/2 والمنفذ يوم الخميس 2018/11/29  ,"181,126,612","23,070,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/448
تـاريخ البيع - ليوم الأثنين 2018/12/3 والمنفذ يوم الأحد 2018/12/2  ,"184,300,664","25,950,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/449
تـاريخ البيع - ليوم الثلاثاء 2018/12/4 والمنفذ يوم الأثنين 2018/12/3  ,"186,075,095","22,410,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/450
تـاريخ البيع - ليوم الاربعاء 2018/12/5 والمنفذ يوم الثلاثاء 2018/12/4  ,"156,592,410","26,640,000
","183,232,410",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/451
تـاريخ البيع - ليوم الخميس 2018/12/6 والمنفذ يوم الاربعاء 2018/12/5  ,"158,841,162","18,300,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/452
تـاريخ البيع - ليوم الاحد 2018/12/9 والمنفذ يوم الخميس 2018/12/6  ,"165,095,276","22,170,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/453
تـاريخ البيع - ليوم الاثنين 2018/12/10 والمنفذ يوم الاحد 2018/12/9  ,"173,016,982","25,270,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/454
تـاريخ البيع - ليوم الثلاثاء 2018/12/11 والمنفذ يوم الاحد 2018/12/9  ,"158,821,729","24,290,000
","183,111,729",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/455
تـاريخ البيع - ليوم الأربعاء 2018/12/12 والمنفذ يوم الثلاثاء 2018/12/11  ,"163,204,950","25,240,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/456
تـاريخ البيع - ليوم الخميس 2018/12/13 والمنفذ يوم الأربعاء 2018/12/12  ,"157,155,249","20,180,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/457
تـاريخ البيع - ليوم الأحد 2018/12/16 والمنفذ يوم الخميس 2018/12/13  ,"161,214,500","22,800,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/458
تـاريخ البيع - ليوم الأثنين 2018/12/17 والمنفذ يوم الأحد 2018/12/16  ,"137,366,500","23,590,000
","160,956,500",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/459
تـاريخ البيع - ليوم الثلاثاء 2018/12/18 والمنفذ يوم الأثنين 2018/12/17  ,"181,594,663","25,700,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/460
تـاريخ البيع - ليوم  الأربعاء 2018/12/19 والمنفذ يوم الثلاثاء 2018/12/18  ,"177,773,481","24,600,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/461
تـاريخ البيع - ليوم الخميس 2018/12/20 والمنفذ يوم الأربعاء 2018/12/19  ,"176,696,650","21,020,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/462
تـاريخ البيع - ليوم الأحد 2018/12/23 والمنفذ يوم الخميس 2018/12/20  ,"194,026,049","22,020,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/463
تـاريخ البيع - ليوم الأثنين 2018/12/24 والمنفذ يوم الأحد 2018/12/23  ,"183,741,250","26,510,000
","210,251,250",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/464
تـاريخ البيع - ليوم الثلاثاء 2018/12/25 والمنفذ يوم الأثنين 2018/12/24  ,"188,487,000","25,200,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/465
تـاريخ البيع - ليوم الخميس 2018/12/27 والمنفذ يوم الأربعاء 2018/12/26  ,"201,449,869","19,200,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/466
تـاريخ البيع - ليوم الاحد 2018/12/30 والمنفذ يوم الخميس 2018/12/27  ,"181,656,681","22,580,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/467
تـاريخ البيع - ليوم الاثنين 2018/12/31 والمنفذ يوم الاحد 2018/12/30  ,"162,462,350","25,610,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/468
تـاريخ البيع - ليوم الاربعاء 2019/1/2 والمنفذ يوم الاثنين 2018/12/31  ,"222,068,116","40,270,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/469
تـاريخ البيع - ليوم الخميس 2019/1/3 والمنفذ يوم الاربعاء 2019/1/2  ,"187,631,200","28,670,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/470
تـاريخ البيع - ليوم الأحد 2019/1/6 والمنفذ يوم الخميس 2019/1/3  ,"190,458,521","19,580,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/471
تـاريخ البيع - ليوم الأثنين 2019/1/7 والمنفذ يوم الخميس 2019/1/3  ,"181,255,000","28,400,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/472
تـاريخ البيع - ليوم الثلاثاء 2019/1/8 والمنفذ يوم الأثنين 2019/1/7  ,"182,216,200","24,250,000
","206,466,200",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/473
تـاريخ البيع - ليوم الأربعاء 2019/1/9 والمنفذ يوم الثلاثاء 2019/1/8  ,"139,128,200","22,010,000
","161,138,200",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/474
تـاريخ البيع - ليوم الخميس 2019/1/10 والمنفذ يوم الأربعاء 2019/1/9  ,"150,163,197","24,840,000
","175,003,197",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/475
تـاريخ البيع - ليوم الأحد 2019/1/13 والمنفذ يوم الخميس 2019/1/10  ,"92,134,000","16,720,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/476
تـاريخ البيع - ليوم الأثنين 2019/1/14 والمنفذ يوم الأحد 2019/1/13  ,"206,480,516","26,990,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/477
تـاريخ البيع - ليوم الثلاثاء 2019/1/15 والمنفذ يوم الأثنين 2019/1/14  ,"200,046,800","26,480,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/478
تـاريخ البيع - ليوم الأربعاء 2019/1/16 والمنفذ يوم الثلاثاء 2019/1/15  ,"209,859,727","27,890,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/479
تـاريخ البيع - ليوم الخميس 2019/1/17 والمنفذ يوم الأربعاء 2019/1/16  ,"258,032,865","20,250,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/480
تـاريخ البيع - ليوم الأحد 2019/1/20 والمنفذ يوم الخميس 2019/1/17  ,"212,203,500","20,490,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/481
تـاريخ البيع - ليوم الأثنين 2019/1/21 والمنفذ يوم الأحد 2019/1/20  ,"207,154,610","28,260,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/482
تـاريخ البيع - ليوم الثلاثاء 2019/1/22 والمنفذ يوم الأثنين 2019/1/21  ,"185,266,629","25,210,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/483
تـاريخ البيع - ليوم الأربعاء 2019/1/23 والمنفذ يوم الثلاثاء 2019/1/22  ,"198,419,200","24,540,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/484
تـاريخ البيع - ليوم الخميس 2019/1/24 والمنفذ يوم الأربعاء 2019/1/23  ,"209,593,260","18,420,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/485
تـاريخ البيع - ليوم الأحد 2019/1/27 والمنفذ يوم الخميس 2019/1/24  ,"209,317,624","21,400,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/486
تـاريخ البيع - ليوم الأثنين 2019/1/28 والمنفذ يوم الأحد 2019/1/27  ,"190,194,158","26,570,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/487
تـاريخ البيع - ليوم الثلاثاء 2019/1/29 والمنفذ يوم الأثنين 2019/1/28  ,"199,013,459","24,200,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/488
تـاريخ البيع - ليوم الأربعاء 2019/1/30 والمنفذ يوم الثلاثاء 2019/1/29  ,"164,198,000","24,880,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/489
تـاريخ البيع - ليوم الخميس 2019/1/31 والمنفذ يوم الأربعاء 2019/1/30  ,"165,918,827","19,240,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/490
تـاريخ البيع - ليوم الأحد 2019/2/3 والمنفذ يوم الخميس 2019/1/31  ,"167,281,582","18,710,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/491
تـاريخ البيع - ليوم الأثنين 2019/2/4 والمنفذ يوم الأحد 2019/2/3  ,"157,637,511","26,970,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/492
تـاريخ البيع - ليوم الثلاثاء 2019/2/5 والمنفذ يوم الأثنين 2019/2/4  ,"133,121,900","21,980,000","155,101,900",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/493
تـاريخ البيع - ليوم الأربعاء 2019/2/6 والمنفذ يوم الثلاثاء 2019/2/5  ,"120,429,996","25,440,000","145,869,996",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/494
تـاريخ البيع - ليوم الخميس 2019/2/7 والمنفذ يوم الأربعاء 2019/2/6  ,"115,199,380","18,110,000","133,309,380",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/495
تـاريخ البيع - ليوم الاحد 2019/2/10 والمنفذ يوم الخميس 2019/2/7  ,"117,261,040","19,690,000","136,951,040",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/496
تـاريخ البيع - ليوم الأثنين 2019/2/11 والمنفذ يوم الأحد 2019/2/10  ,"131,618,629","26,750,000","158,368,629",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/497
تـاريخ البيع - ليوم الثلاثاء 2019/2/12 والمنفذ يوم الأثنين 2019/2/11  ,"122,956,661","24,000,000","146,956,661",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/498
تـاريخ البيع - ليوم الأربعاء 2019/2/13 والمنفذ يوم الثلاثاء 2019/2/12  ,"150,661,615","24,120,000","174,781,615",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/499
